EXP_VFXTAG_BARREL				exp_grd_barrel				-						-							exp_air_rpg					exp_air_rpg_sp			-							2.0		1			1		2		0.2		1.0		1.0		1.0		0.7		1.0		0.8		1.5		1.0		0.25
EXP_VFXTAG_PROPANE				exp_grd_propane				exp_grd_petrol_pump_sp	exp_grd_petrol_pump_post	exp_grd_propane				exp_grd_petrol_pump_sp	-							2.3		2			2		3		0.7		1.2		1.0		2.0		0.7		1.0		0.8		1.5		1.0		0.25
EXP_VFXTAG_BLIMP				exp_air_blimp				exp_air_blimp_sp		-							exp_air_blimp				exp_air_blimp_sp		-							2.3		2			1		2		0.7		1.2		1.0		2.0		0.7		1.0		0.8		2.5		0.0		0.0
EXP_VFXTAG_FLARE				exp_grd_flare				-						-							exp_grd_flare				-						-							1.0		1			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0
EXP_VFXTAG_PLANE_ROCKET			exp_grd_tankshell			exp_grd_rpg_plane_sp	exp_grd_vehicle_post		exp_air_rpg_plane			exp_air_rpg_plane_sp	-							2.2		2			3		5		0.2		0.8		1.0		2.0		0.7		1.0		0.8		2.5		0.0		0.0
EXP_VFXTAG_TANKER				exp_grd_plane				exp_grd_plane_sp		exp_grd_plane_post			exp_grd_plane				exp_grd_plane_sp		-							2.0		2			0		0		0.2		0.3		0.3		0.5		0.7		1.0		0.8		2.5		0.0		0.05
EXP_VFXTAG_PLANE				exp_grd_plane				exp_grd_plane_sp		exp_grd_plane_post			exp_grd_plane				exp_grd_plane_sp		-							2.3		2			2		2		0.7		1.2		1.0		2.0		0.7		1.0		0.8		1.5		2.0		0.25
EXP_VFXTAG_BOAT					exp_grd_boat				exp_grd_boat_sp			exp_grd_vehicle_post		exp_grd_boat				exp_grd_boat_sp			-							2.3		2			2		2		0.7		1.2		1.0		2.0		0.7		1.0		0.8		1.5		1.0		0.25
EXP_VFXTAG_TANKSHELL			exp_grd_tankshell			-						exp_grd_vehicle_post		exp_grd_tankshell			-						-							2.0		2			0		1		0.3		0.7		1.0		2.0		0.7		1.0		0.8		2.5		1.0		0.25
EXP_VFXTAG_TREV3_TRAILER		scr_trev3_trailer_expolsion	-						-							scr_trev3_trailer_expolsion	-						-							3.0		2			0		1		0.3		0.7		1.0		2.0		0.7		1.0		0.8		1.5		1.0		0.25
EXP_VFXTAG_BLIMP2				exp_air_blimp2				exp_air_blimp2_sp		-							exp_air_blimp2				exp_air_blimp2_sp		-							2.3		2			1		2		0.7		1.2		1.0		2.0		0.7		1.0		0.8		2.5		0.0		0.0
EXP_VFXTAG_BIRDCRAP				exp_bird_crap				-						-							exp_bird_crap				-						-							1.0		0			0		0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0


EXPLOSIONFX_TABLE_END
